t_sec,x_bin,y_bin,full_N,full_U,full_L,full_resolved,full_loss_rate,full_wilson_95_low,full_wilson_95_high,matched_N,matched_U,matched_L,matched_resolved,matched_loss_rate,matched_wilson_95_low,matched_wilson_95_high,matched_ask_eq_0_N,matched_ask_eq_1_N,median_bid,median_ask,ask_available_N,bid_available_N,ask_only_N,bid_only_N,paired_quote_N,crossed_quote_N,neither_available_N,ask_available_eq_0_N,ask_available_eq_1_N,excluded_no_quote_row_N,excluded_token_mismatch_N,excluded_quote_sample_stale_N,excluded_quote_received_stale_N,excluded_ask_price_missing_N,excluded_ask_price_invalid_N,excluded_ask_source_clock_missing_or_invalid_N,excluded_ask_source_age_N,excluded_ask_received_clock_missing_or_invalid_N,excluded_ask_received_age_N,excluded_bid_price_missing_N,excluded_bid_price_invalid_N,excluded_bid_source_clock_missing_or_invalid_N,excluded_bid_source_age_N,excluded_bid_received_clock_missing_or_invalid_N,excluded_bid_received_age_N,excluded_crossed_quote_N
10,"[1,2)","[0,2)",378,0,1,378,0.00264550264550264550264550264550264550264550264550264550264550,0.00046714892134721620989615158995545907887397322634029255053641,0.0148309772662472244883614620114550254008278674122178054163268,362,0,1,362,0.00276243093922651933701657458563535911602209944751381215469613,0.00048780344189907451792208990913785117828417977401347153215552,0.0154793831080461447585713669297557109180958806365712648207708,0,362,0.99000000,1.00000000,362,362,0,0,362,0,16,0,362,0,0,8,10,0,0,0,16,0,10,0,0,0,16,0,10,0
10,"[1,2)",>=2,84,1,0,83,0,1E-61,0.0442353096419738403383844233759625755395690083553910862604569,75,1,0,74,0,0,0.0493497793963860622025936786532397848191596529491670499794146,0,75,0.99000000,1.00000000,75,75,0,0,75,0,9,0,75,2,2,4,5,2,0,2,7,2,5,2,0,2,7,2,5,0
10,"[2,4)",<-2,149,2,2,147,0.0136054421768707482993197278911564625850340136054421768707483,0.0037390672782065773782540496849311695693677678623069227392712,0.0482457045610481730985963311555467364354059837162858562068818,134,1,0,133,0,0,0.0280723316880716613139581633660357159207289956100888848471254,0,128,0.99000000,1.00000000,134,134,0,0,134,0,15,0,128,4,4,3,3,4,0,4,11,4,3,4,0,4,11,4,3,0
10,"[2,4)","[-2,0)",509,0,0,509,0,0,0.00749053875154275044663584542907225132579844477884859144379205,490,0,0,490,0,0,0.00777872888571896274121922187055104200635321126688840658261590,0,488,0.99000000,1.00000000,490,490,0,0,490,0,19,0,488,2,2,12,14,2,0,2,17,2,14,2,0,2,17,2,14,0
10,"[2,4)","[0,2)",615,0,0,615,0,0,0.00620750075150858046942248338458489746664725024397385119092729,580,0,0,580,0,0,0.00657962664805188277695281146683910659354007173294789505342802,0,580,0.99000000,1.00000000,580,580,0,0,580,0,35,0,580,6,6,17,22,6,0,6,29,6,22,6,0,6,29,6,22,0
10,"[2,4)",>=2,178,0,0,178,0,0,0.0211253189762518284571776707073542034914253344488032569962098,160,0,0,160,0,0,0.0234461951715051901176366347595152633843440276828788110351402,0,160,0.99000000,1.00000000,160,160,0,0,160,0,18,0,160,6,6,8,9,6,0,6,12,6,9,6,0,6,12,6,9,0
10,"[4,8)",<-2,213,1,0,212,0,0,0.0177975947794410449167689929712370250568261019425441985633215,201,1,0,200,0,0,0.0188453263772665734805028507432062262414512171002365919474865,0,200,0.99000000,1.00000000,201,201,0,0,201,0,12,0,200,2,2,7,7,2,0,2,10,2,7,2,0,2,10,2,7,0
10,"[4,8)","[-2,0)",622,2,0,620,0,0,0.00615774852148492029219312953789323638501313719743009615850818,596,2,0,594,0,1E-62,0.00642554771673381636551817288608426657178557102053814943585883,0,596,0.99000000,1.00000000,596,596,0,0,596,0,26,0,596,2,2,17,20,2,0,2,24,2,20,2,0,2,24,2,20,0
10,"[4,8)","[0,2)",729,1,0,728,0,0,0.00524903143214151688115856253355132307267298097080491697366170,698,1,0,697,0,0,0.00548120944094567055256992716342153651891865624530169717866919,0,697,0.99000000,1.00000000,698,698,0,0,698,0,31,0,697,3,3,21,25,3,0,3,28,3,25,3,0,3,28,3,25,0
10,"[4,8)",>=2,284,4,0,280,0,0,0.0135338186206294064480194391271503378468572302256404029940121,261,4,0,257,0,0,0.0147271788697317274556551294995552380757890792526123359497250,0,261,0.99000000,1.00000000,261,261,0,0,261,0,23,0,261,8,8,13,15,8,0,8,15,8,15,8,0,8,15,8,15,0
10,"[8,infinity)",<-2,433,1,0,432,0,1E-62,0.00881389033316930813861683085018287995383294700128658484997347,410,1,0,409,0,0,0.00930492502295548945302403002365986899833395950213918851802341,0,410,0.99000000,1.00000000,410,410,0,0,410,0,23,0,410,2,2,15,17,2,0,2,21,2,17,2,0,2,21,2,17,0
10,"[8,infinity)","[-2,0)",543,3,0,540,0,0,0.00706356376180702971342047935436676107980177771430331590709497,521,3,0,518,0,0,0.00736135229534159866236858193471247895656846090137684062250019,0,519,0.99000000,1.00000000,521,521,0,0,521,0,22,0,519,2,2,16,19,2,0,2,20,2,19,2,0,2,20,2,19,0
10,"[8,infinity)","[0,2)",690,5,0,685,0,0,0.00557669514734312650877867565809671533547215006724442932794821,662,5,0,657,0,0,0.00581298096452575423709970583735668683698071475527428715247060,0,661,0.99000000,1.00000000,662,662,0,0,662,0,28,0,661,3,3,20,22,3,0,3,25,3,22,3,0,3,25,3,22,0
10,"[8,infinity)",>=2,654,5,0,649,0,1E-62,0.00588421395239422005877313521391377883380406510455598527659815,635,5,0,630,0,0,0.00606059885675737411166086410883943469107993581116976443242717,0,635,0.99000000,1.00000000,635,635,0,0,635,0,19,0,635,2,2,15,17,2,0,2,17,2,17,2,0,2,17,2,17,0
5,"[0,1)",<-2,82,0,48,82,0.585365853658536585365853658536585365853658536585365853658537,0.477256958344124678329248188551021493658332489535593039919527,0.685834398586833804723966716826232437711731147969341828136477,57,0,36,57,0.631578947368421052631578947368421052631578947368421052631579,0.501777982224952077671212252674623898900788826647460656357958,0.744764429655842938737537917190457187969616727813546307954854,0,16,0.01000000,0.02000000,57,57,0,0,57,0,25,0,16,0,0,2,3,0,0,0,25,0,3,0,0,0,25,0,3,0
5,"[0,1)","[-2,0)",412,0,53,412,0.128640776699029126213592233009708737864077669902912621359223,0.0997100022998567960087314090826650904363771085192008965205478,0.164432633050161181352409091786226744540396922522359748179332,368,0,39,368,0.105978260869565217391304347826086956521739130434782608695652,0.0784990489632322916182129818778745210131082237979768259695175,0.141598675158915529549361544409311244779368371504901679151910,0,308,0.99000000,1.00000000,368,368,0,0,368,0,44,0,308,2,2,5,13,2,0,2,42,2,13,2,0,2,42,2,13,0
5,"[0,1)","[0,2)",436,1,6,435,0.0137931034482758620689655172413793103448275862068965517241379,0.0063364262850485354774875616844359615981052544392513052915151,0.0297619379471394124223375759678714299338327380618562381895911,404,1,5,403,0.0124069478908188585607940446650124069478908188585607940446650,0.0053108335280455763083206430225297700898545122055659860415158,0.0287109175019899955368774154295320130520059141116504565491888,0,384,0.99000000,1.00000000,404,404,0,0,404,0,32,0,384,4,4,1,8,4,0,4,28,4,8,4,0,4,28,4,8,0
5,"[0,1)",>=2,83,0,0,83,0,1E-61,0.0442353096419738403383844233759625755395690083553910862604569,68,0,0,68,0,0,0.0534713365200705321894230405777957976274872468956858285156169,0,67,0.99000000,1.00000000,68,68,0,0,68,0,15,0,67,0,0,3,6,0,0,0,15,0,6,0,0,0,15,0,6,0
5,"[1,2)",<-2,81,1,2,80,0.025,0.0068828932029706468608464901781582030624385206359014328084673,0.0866443298557801031554020742691809895316014663650523841876477,74,1,1,73,0.0136986301369863013698630136986301369863013698630136986301370,0.0024222514664838605883421806918395867838947832543642236570815,0.0735973727096381761174248229999780209218046046922383244280093,0,71,0.99000000,1.00000000,74,74,0,0,74,0,7,0,71,1,1,0,3,1,0,1,6,1,3,1,0,1,6,1,3,0
5,"[1,2)","[-2,0)",337,1,0,336,0,1E-62,0.0113036791744733567655238503127629696475938045656430929990520,328,1,0,327,0,0,0.0116111772520507392988893109641578539131891618370448285029377,0,327,0.99000000,1.00000000,328,328,0,0,328,0,9,0,327,2,2,0,6,2,0,2,7,2,6,2,0,2,7,2,6,0
5,"[1,2)","[0,2)",358,0,0,358,0,0,0.0106164142528446705210688591881764850174400293828906202273718,342,0,0,342,0,0,0.0111075717578608119042787520980436901916990313457317198507205,0,342,0.99000000,1.00000000,342,342,0,0,342,0,16,0,342,3,3,2,12,3,0,3,13,3,12,3,0,3,13,3,12,0
5,"[1,2)",>=2,90,0,0,90,0,0,0.0409356255643267779347737319135887781891865818252014822304956,82,0,0,82,0,0,0.0447506236901003135454555542189412591181986946139529156719919,0,82,0.99000000,1.00000000,82,82,0,0,82,0,8,0,82,1,1,1,4,1,0,1,7,1,4,1,0,1,7,1,4,0
5,"[2,4)",<-2,144,2,1,142,0.00704225352112676056338028169014084507042253521126760563380282,0.0012442142265477850020115694302390952226938141918552770496780,0.0388092717158545765748691831482580238306148592729608073839548,132,1,0,131,0,0,0.0284887070659945735399391643499260356368585032988148197146726,0,131,0.99000000,1.00000000,132,132,0,0,132,0,12,0,131,1,1,1,7,1,0,1,11,1,7,1,0,1,11,1,7,0
5,"[2,4)","[-2,0)",535,0,0,535,0,0,0.00712910775110275235549813831832140722944151063500831477467837,514,0,0,514,0,1E-62,0.00741821411797052427241335731370628412574471385763968756107531,0,513,0.99000000,1.00000000,514,514,0,0,514,0,21,0,513,1,1,2,19,1,0,1,20,1,19,1,0,1,20,1,19,0
5,"[2,4)","[0,2)",612,0,0,612,0,0,0.00623773986904085397106011433681542773640990484423974383591770,580,0,0,580,0,0,0.00657962664805188277695281146683910659354007173294789505342802,0,579,0.99000000,1.00000000,580,580,0,0,580,0,32,0,579,8,8,1,19,8,0,8,24,8,19,8,0,8,24,8,19,0
5,"[2,4)",>=2,155,1,0,154,0,0,0.0243374513223295347193119667914682277295063810104846420939052,134,1,0,133,0,0,0.0280723316880716613139581633660357159207289956100888848471254,0,134,0.99000000,1.00000000,134,134,0,0,134,0,21,0,134,8,8,2,11,8,0,8,13,8,11,8,0,8,13,8,11,0
5,"[4,8)",<-2,215,0,0,215,0,1E-62,0.0175536154867327557835719836331853283567373283342681761031040,210,0,0,210,0,0,0.0179640507592832355040595430033873382232707988716943083950446,0,210,0.99000000,1.00000000,210,210,0,0,210,0,5,0,210,0,0,0,4,0,0,0,5,0,4,0,0,0,5,0,4,0
5,"[4,8)","[-2,0)",610,0,0,610,0,0,0.00625806348771928190072478087330536378922460507684317260936074,582,0,0,582,0,1E-62,0.00655716450731743646431675108873665512600573877968638894601157,0,582,0.99000000,1.00000000,582,582,0,0,582,0,28,0,582,4,4,0,21,4,0,4,24,4,21,4,0,4,24,4,21,0
5,"[4,8)","[0,2)",723,4,0,719,0,1E-62,0.00531438640357100178327718251882644532224487384414483799535763,697,4,0,693,0,1E-62,0.00551267260589697436489237614105310498860441445846185760551947,0,697,0.99000000,1.00000000,697,697,0,0,697,0,26,0,697,3,3,1,21,3,0,3,23,3,21,3,0,3,23,3,21,0
5,"[4,8)",>=2,286,3,0,283,0,0,0.0133922719417468800191970897459232840195967897843813321991874,267,3,0,264,0,0,0.0143422860583573104931908998148465164027790301095576899130928,0,266,0.99000000,1.00000000,267,267,0,0,267,0,19,0,266,2,2,2,15,2,0,2,17,2,15,2,0,2,17,2,15,0
5,"[8,infinity)",<-2,415,2,0,413,0,0,0.00921563519992031926939583090371384259637093815053138569368526,393,2,0,391,0,0,0.00972911718077359476036270935923077868694394658548585319691590,0,393,0.99000000,1.00000000,393,393,0,0,393,0,22,0,393,3,3,2,15,3,0,3,19,3,15,3,0,3,19,3,15,0
5,"[8,infinity)","[-2,0)",567,2,0,565,0,0,0.00675312736286509040416077513099801371091042167840680592124474,544,2,0,542,0,0,0.00703768238673864242547580836820644350804963592584564457506475,0,544,0.99900000,1.00000000,544,544,0,0,544,0,23,0,544,0,0,3,21,0,0,0,23,0,21,0,0,0,23,0,21,0
5,"[8,infinity)","[0,2)",690,5,0,685,0,0,0.00557669514734312650877867565809671533547215006724442932794821,666,5,0,661,0,0,0.00577800732750355704657316266132906531480018416402844236402331,0,665,0.99000000,1.00000000,666,666,0,0,666,0,24,0,665,4,4,3,16,4,0,4,20,4,16,4,0,4,20,4,16,0
5,"[8,infinity)",>=2,662,5,0,657,0,0,0.00581298096452575423709970583735668683698071475527428715247060,629,5,0,624,0,0,0.00611851728923688540797093809849028504285608497905658452586638,0,629,0.99000000,1.00000000,629,629,0,0,629,0,33,0,629,6,6,4,25,6,0,6,27,6,25,6,0,6,27,6,25,0
3,"[0,1)",<-2,74,0,32,74,0.432432432432432432432432432432432432432432432432432432432432,0.325661186570673443720559019740786291558794036368548380856638,0.545872567401811159279791477374516382065416727543501220491928,50,0,24,50,0.48,0.347971352865780464471707068200252970659644551689938152991863,0.614882551099553884082534146395567682617578599693336349277003,0,20,0.67000000,0.87500000,50,50,0,0,50,0,24,0,20,1,1,0,3,1,0,1,23,1,3,1,0,1,23,1,3,0
3,"[0,1)","[-2,0)",405,0,44,405,0.108641975308641975308641975308641975308641975308641975308642,0.0819313950704207718994195276379533160120896207637815977393333,0.142706925822013710175405825524856539782701471159762895528655,369,0,33,369,0.0894308943089430894308943089430894308943089430894308943089431,0.0643879635444999902143071662309288198250365939722886416997234,0.122934173434590858978106697536661081573943520520331422633525,0,322,0.99000000,1.00000000,369,369,0,0,369,0,36,0,322,3,3,2,10,3,0,3,33,3,10,3,0,3,33,3,10,0
3,"[0,1)","[0,2)",444,0,5,444,0.0112612612612612612612612612612612612612612612612612612612613,0.0048194652424819759844482737630644516906702253758568327052603,0.0260875857865652048895970883772258337266190722988089688428081,414,0,3,414,0.00724637681159420289855072463768115942028985507246376811594203,0.00246742056249322871027295432108044612923304624247102714253361,0.0210856726333577196723606150637376435016433024579639027056300,0,404,0.99000000,1.00000000,414,414,0,0,414,0,30,0,404,4,4,2,9,4,0,4,26,4,9,4,0,4,26,4,9,0
3,"[0,1)",>=2,83,0,0,83,0,1E-61,0.0442353096419738403383844233759625755395690083553910862604569,67,0,0,67,0,1E-61,0.0542261393913017856485245130017028349262980784039413836676687,0,67,0.99000000,1.00000000,67,67,0,0,67,0,16,0,67,1,1,7,9,1,0,1,15,1,9,1,0,1,15,1,9,0
3,"[1,2)",<-2,94,2,3,92,0.0326086956521739130434782608695652173913043478260869565217391,0.0111511774109715325631936941308223799629099538641252641419102,0.0915335995299357298156547196508092194586509789066786758409284,87,1,1,86,0.0116279069767441860465116279069767441860465116279069767441860,0.0020555686652495641721586561976887773535385325444733430169682,0.0629640658929172561092289752616863333041179458162173646137504,0,85,0.99000000,1.00000000,87,87,0,0,87,0,7,0,85,1,1,0,2,1,0,1,6,1,2,1,0,1,6,1,2,0
3,"[1,2)","[-2,0)",322,1,0,321,0,0,0.0118256420674878576168884597580555356678939303430478474001580,312,1,0,311,0,1E-62,0.0122012483206091372512426986859317563594633993975987925369145,0,311,0.99000000,1.00000000,312,312,0,0,312,0,10,0,311,1,1,0,7,1,0,1,9,1,7,1,0,1,9,1,7,0
3,"[1,2)","[0,2)",361,0,0,361,0,0,0.0105291181356175252413881954082877040905914997749756160889632,346,0,0,346,0,0,0.0109805705522826722650174783512152445319307052557727849877537,0,344,0.99000000,1.00000000,346,346,0,0,346,0,15,0,344,4,4,0,10,4,0,4,11,4,10,4,0,4,11,4,10,0
3,"[1,2)",>=2,84,1,0,83,0,1E-61,0.0442353096419738403383844233759625755395690083553910862604569,77,1,0,76,0,0,0.0481135850651373179806680027772221016786979542922821152437366,0,77,0.99000000,1.00000000,77,77,0,0,77,0,7,0,77,1,1,2,4,1,0,1,6,1,4,1,0,1,6,1,4,0
3,"[2,4)",<-2,129,0,0,129,0,0,0.0289176199568782527704081078419588624465267130069105775551402,122,0,0,122,0,0,0.0305261783890128622912567603964325010995624224110573898703456,0,121,0.99000000,1.00000000,122,122,0,0,122,0,7,0,121,2,2,0,5,2,0,2,5,2,5,2,0,2,5,2,5,0
3,"[2,4)","[-2,0)",531,1,0,530,0,1E-62,0.00719587952044838935725630105066501050513106765890687297439273,512,1,0,511,0,0,0.00746144032280043150273933932885977916707886074218978094563637,0,511,0.99000000,1.00000000,512,512,0,0,512,0,19,0,511,3,3,0,15,3,0,3,16,3,15,3,0,3,16,3,15,0
3,"[2,4)","[0,2)",620,0,0,620,0,0,0.00615774852148492029219312953789323638501313719743009615850818,592,0,0,592,0,0,0.00644711569466355437974546283355316325599229476760193969491407,0,591,0.99000000,1.00000000,592,592,0,0,592,0,28,0,591,6,6,1,19,6,0,6,22,6,19,6,0,6,22,6,19,0
3,"[2,4)",>=2,155,1,0,154,0,0,0.0243374513223295347193119667914682277295063810104846420939052,136,1,0,135,0,0,0.0276679520175249050077361753068492589228594049216368442485636,0,136,0.99000000,1.00000000,136,136,0,0,136,0,19,0,136,7,7,0,9,7,0,7,12,7,9,7,0,7,12,7,9,0
3,"[4,8)",<-2,214,0,0,214,0,0,0.0176341952605818704401078613510081346098981229027110183773906,208,0,0,208,0,0,0.0181336497684600773692855047534175964150507355307307299498867,0,208,0.99000000,1.00000000,208,208,0,0,208,0,6,0,208,0,0,0,3,0,0,0,6,0,3,0,0,0,6,0,3,0
3,"[4,8)","[-2,0)",603,1,0,602,0,0,0.00634069980646710703535749274598285040001057769362492417690328,579,1,0,578,0,0,0.00660224320982590212876303263873770744797513010965430908839988,0,579,0.99000000,1.00000000,579,579,0,0,579,0,24,0,579,3,3,0,19,3,0,3,21,3,19,3,0,3,21,3,19,0
3,"[4,8)","[0,2)",747,2,0,745,0,1E-62,0.00512986931405188229693554127984150773623634864322487599681717,718,2,0,716,0,0,0.00533653455718920606541370252216450689661106148680019900217357,0,717,0.99000000,1.00000000,718,718,0,0,718,0,29,0,717,7,7,0,18,7,0,7,22,7,18,7,0,7,22,7,18,0
3,"[4,8)",>=2,281,4,0,277,0,0,0.0136783893547096997757671775033450724802232840224746227545337,263,4,0,259,0,0,0.0146151175614753434966925135614189682936641766171543916525436,0,262,0.99000000,1.00000000,263,263,0,0,263,0,18,0,262,5,5,0,13,5,0,5,13,5,13,5,0,5,13,5,13,0
3,"[8,infinity)",<-2,435,2,0,433,0,1E-62,0.00879371392785062922598201023252156865940813825792263032036741,414,2,0,412,0,0,0.00923779661505688455160093581040338565500294375530387456323903,0,414,0.99900000,1.00000000,414,414,0,0,414,0,21,0,414,4,4,0,14,4,0,4,17,4,14,4,0,4,17,4,14,0
3,"[8,infinity)","[-2,0)",544,3,0,541,0,0,0.00705059932298275949620076721463341970068114575351919767740877,521,3,0,518,0,0,0.00736135229534159866236858193471247895656846090137684062250019,0,521,0.99900000,1.00000000,521,521,0,0,521,0,23,0,521,3,3,0,17,3,0,3,20,3,17,3,0,3,20,3,17,0
3,"[8,infinity)","[0,2)",732,4,0,728,0,0,0.00524903143214151688115856253355132307267298097080491697366170,704,4,0,700,0,0,0.00545784675306083244323878582293795006610278527100767576919640,0,703,0.99900000,1.00000000,704,704,0,0,704,0,28,0,703,11,11,0,15,11,0,11,17,11,15,11,0,11,17,11,15,0
3,"[8,infinity)",>=2,639,4,0,635,0,0,0.00601316456165115728369875346126790519970733065036374997667181,608,4,0,604,0,0,0.00631983680110788379504040300811947196276948466530994156410319,0,608,0.99000000,1.00000000,608,608,0,0,608,0,31,0,608,7,7,0,22,7,0,7,24,7,22,7,0,7,24,7,22,0
