t_sec,period,x_bin,y_bin,N,U,L,resolved,loss_rate,wilson_95_low,wilson_95_high
60,post,"[0,1)","[0,2)",74,0,10,74,0.135135135135135135135135135135135135135135135135135135135135,0.0750904859261837617593210186449900574129712553321338380877761,0.231191785525233094442571665777644380157766869792934009194498
60,post,"[0,1)",>=2,13,0,1,13,0.0769230769230769230769230769230769230769230769230769230769231,0.013710421242556579808253714622779269798387965952631085614768,0.333139509210995888336178628920920688594076149776242235244574
60,post,"[1,2)",<-2,10,0,8,10,0.8,0.490162471536641740045727009219013749283263054524274614051997,0.943317848545624737238654434555009647632536827133164478381257
60,post,"[1,2)","[-2,0)",48,0,12,48,0.25,0.149206336737979090878741711034925413705935869971987622925791,0.387843728095079654824345516711236897895793603913341667607963
60,post,"[1,2)","[0,2)",56,0,4,56,0.0714285714285714285714285714285714285714285714285714285714286,0.0281260365788769800775977785764906513689047618339788985836362,0.169754480608634512714235252660088221275633889285741880467721
60,post,"[1,2)",>=2,7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296
60,post,"[2,4)",<-2,19,0,8,19,0.421052631578947368421052631578947368421052631578947368421053,0.231418912824542392355482048196545144746068551444696318854947,0.637240964657449647378682834145249569220847972992221274785695
60,post,"[2,4)","[-2,0)",46,0,2,46,0.0434782608695652173913043478260869565217391304347826086956522,0.0120054455985566152314698550372277025366231298461761494273962,0.145322590262190682748690365147979246263647562350492763265879
60,post,"[2,4)","[0,2)",78,0,1,78,0.0128205128205128205128205128205128205128205128205128205128205,0.0022667317538337336599805136595667370193440625317716912040854,0.0691085700170222327521953800259148846136932813854179014463170
60,post,"[2,4)",>=2,20,0,0,20,0,0,0.161125158052819354664367409458698834644472493370427941636724
